"Name","PFS","Source","Rarity","Traits","Category","Subcategory","Level","Price","Bulk","Spoilers?"
"<u><a href=""Equipment.aspx?ID=184"">Barkskin Potion</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=36"">Consumable</a></u>, <u><a href=""Traits.aspx?ID=130"">Potion</a></u>, <u><a href=""Traits.aspx?ID=134"">Primal</a></u>","<u><a href=""Equipment.aspx?Category=15"">Consumables</a></u>","<u><a href=""Equipment.aspx?Category=15&Subcategory=18"">Potions</a></u>","4","15 gp","L","—"
"<u><a href=""Equipment.aspx?ID=197"">Shrinking Potion</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=36"">Consumable</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=130"">Potion</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","<u><a href=""Equipment.aspx?Category=15"">Consumables</a></u>","<u><a href=""Equipment.aspx?Category=15&Subcategory=18"">Potions</a></u>","4","15 gp","L","—"
"<u><a href=""Equipment.aspx?ID=187"">Invisibility Potion</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=36"">Consumable</a></u>, <u><a href=""Traits.aspx?ID=92"">Illusion</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=130"">Potion</a></u>","<u><a href=""Equipment.aspx?Category=15"">Consumables</a></u>","<u><a href=""Equipment.aspx?Category=15&Subcategory=18"">Potions</a></u>","4","20 gp","L","—"
"<u><a href=""Equipment.aspx?ID=987"">Fu Water</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=36"">Consumable</a></u>, <u><a href=""Traits.aspx?ID=48"">Divine</a></u>, <u><a href=""Traits.aspx?ID=83"">Good</a></u>, <u><a href=""Traits.aspx?ID=117"">Necromancy</a></u>, <u><a href=""Traits.aspx?ID=130"">Potion</a></u>, <u><a href=""Traits.aspx?ID=150"">Splash</a></u>","<u><a href=""Equipment.aspx?Category=15"">Consumables</a></u>","<u><a href=""Equipment.aspx?Category=15&Subcategory=18"">Potions</a></u>","5","21 gp","—","—"
"<u><a href=""Equipment.aspx?ID=190"">Potion of Leaping</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=36"">Consumable</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=130"">Potion</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","<u><a href=""Equipment.aspx?Category=15"">Consumables</a></u>","<u><a href=""Equipment.aspx?Category=15&Subcategory=18"">Potions</a></u>","5","21 gp","L","—"
"<u><a href=""Equipment.aspx?ID=911"">Green Wyrmling Breath Potion</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=63"" title=""Pathfinder Beginner Box: Game Master's Guide"">Pathfinder Beginner Box</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=36"">Consumable</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=126"">Poison</a></u>, <u><a href=""Traits.aspx?ID=130"">Potion</a></u>","<u><a href=""Equipment.aspx?Category=15"">Consumables</a></u>","<u><a href=""Equipment.aspx?Category=15&Subcategory=18"">Potions</a></u>","5","30 gp","L","—"
"<u><a href=""Equipment.aspx?ID=719"">Potion of Disguise (Lesser)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=36"">Consumable</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=127"">Polymorph</a></u>, <u><a href=""Traits.aspx?ID=130"">Potion</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","<u><a href=""Equipment.aspx?Category=15"">Consumables</a></u>","<u><a href=""Equipment.aspx?Category=15&Subcategory=18"">Potions</a></u>","5","30 gp","L","—"
"<u><a href=""Equipment.aspx?ID=192"">Potion of Resistance (Lesser)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=36"">Consumable</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=130"">Potion</a></u>","<u><a href=""Equipment.aspx?Category=15"">Consumables</a></u>","<u><a href=""Equipment.aspx?Category=15&Subcategory=18"">Potions</a></u>","6","45 gp","L","—"
"<u><a href=""Equipment.aspx?ID=200"">Truth Potion</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=36"">Consumable</a></u>, <u><a href=""Traits.aspx?ID=61"">Enchantment</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>, <u><a href=""Traits.aspx?ID=130"">Potion</a></u>","<u><a href=""Equipment.aspx?Category=15"">Consumables</a></u>","<u><a href=""Equipment.aspx?Category=15&Subcategory=18"">Potions</a></u>","6","46 gp","L","—"
"<u><a href=""Equipment.aspx?ID=186"">Healing Potion (Moderate)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=36"">Consumable</a></u>, <u><a href=""Traits.aspx?ID=89"">Healing</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=117"">Necromancy</a></u>, <u><a href=""Traits.aspx?ID=128"">Positive</a></u>, <u><a href=""Traits.aspx?ID=130"">Potion</a></u>","<u><a href=""Equipment.aspx?Category=15"">Consumables</a></u>","<u><a href=""Equipment.aspx?Category=15&Subcategory=18"">Potions</a></u>","6","50 gp","L","—"
"<u><a href=""Equipment.aspx?ID=721"">Potion of Retaliation (Moderate)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=36"">Consumable</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=130"">Potion</a></u>","<u><a href=""Equipment.aspx?Category=15"">Consumables</a></u>","<u><a href=""Equipment.aspx?Category=15&Subcategory=18"">Potions</a></u>","6","50 gp","L","—"
"<u><a href=""Equipment.aspx?ID=193"">Potion of Swimming</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=36"">Consumable</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=130"">Potion</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","<u><a href=""Equipment.aspx?Category=15"">Consumables</a></u>","<u><a href=""Equipment.aspx?Category=15&Subcategory=18"">Potions</a></u>","6","50 gp","L","—"
"<u><a href=""Equipment.aspx?ID=723"">Ration Tonic (Greater)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=33"">Conjuration</a></u>, <u><a href=""Traits.aspx?ID=36"">Consumable</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=130"">Potion</a></u>","<u><a href=""Equipment.aspx?Category=15"">Consumables</a></u>","<u><a href=""Equipment.aspx?Category=15&Subcategory=18"">Potions</a></u>","7","55 gp","L","—"
"<u><a href=""Equipment.aspx?ID=198"">Serum of Sex Shift</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=36"">Consumable</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=130"">Potion</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","<u><a href=""Equipment.aspx?Category=15"">Consumables</a></u>","<u><a href=""Equipment.aspx?Category=15&Subcategory=18"">Potions</a></u>","7","60 gp","L","—"
"<u><a href=""Equipment.aspx?ID=185"">Dragon's Breath Potion (Young)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=36"">Consumable</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=130"">Potion</a></u>","<u><a href=""Equipment.aspx?Category=15"">Consumables</a></u>","<u><a href=""Equipment.aspx?Category=15&Subcategory=18"">Potions</a></u>","7","70 gp","L","—"
"<u><a href=""Equipment.aspx?ID=191"">Potion of Quickness</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=36"">Consumable</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=130"">Potion</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","<u><a href=""Equipment.aspx?Category=15"">Consumables</a></u>","<u><a href=""Equipment.aspx?Category=15&Subcategory=18"">Potions</a></u>","8","90 gp","L","—"
"<u><a href=""Equipment.aspx?ID=197"">Shrinking Potion (Greater)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=36"">Consumable</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=130"">Potion</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","<u><a href=""Equipment.aspx?Category=15"">Consumables</a></u>","<u><a href=""Equipment.aspx?Category=15&Subcategory=18"">Potions</a></u>","8","90 gp","L","—"
"<u><a href=""Equipment.aspx?ID=1030"">Potion of Shared Life</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=36"">Consumable</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=117"">Necromancy</a></u>, <u><a href=""Traits.aspx?ID=130"">Potion</a></u>","<u><a href=""Equipment.aspx?Category=15"">Consumables</a></u>","<u><a href=""Equipment.aspx?Category=15&Subcategory=18"">Potions</a></u>","8","95 gp","L","—"
"<u><a href=""Equipment.aspx?ID=719"">Potion of Disguise (Moderate)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=36"">Consumable</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=127"">Polymorph</a></u>, <u><a href=""Traits.aspx?ID=130"">Potion</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","<u><a href=""Equipment.aspx?Category=15"">Consumables</a></u>","<u><a href=""Equipment.aspx?Category=15&Subcategory=18"">Potions</a></u>","8","100 gp","L","—"
"<u><a href=""Equipment.aspx?ID=189"">Potion of Flying</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=36"">Consumable</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=130"">Potion</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","<u><a href=""Equipment.aspx?Category=15"">Consumables</a></u>","<u><a href=""Equipment.aspx?Category=15&Subcategory=18"">Potions</a></u>","8","100 gp","L","—"
"<u><a href=""Equipment.aspx?ID=1028"">Potion of Minute Echoes</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=36"">Consumable</a></u>, <u><a href=""Traits.aspx?ID=47"">Divination</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=130"">Potion</a></u>","<u><a href=""Equipment.aspx?Category=15"">Consumables</a></u>","<u><a href=""Equipment.aspx?Category=15&Subcategory=18"">Potions</a></u>","9","125 gp","L","—"
"<u><a href=""Equipment.aspx?ID=192"">Potion of Resistance (Moderate)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=36"">Consumable</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=130"">Potion</a></u>","<u><a href=""Equipment.aspx?Category=15"">Consumables</a></u>","<u><a href=""Equipment.aspx?Category=15&Subcategory=18"">Potions</a></u>","10","180 gp","L","—"
"<u><a href=""Equipment.aspx?ID=1029"">Potion of Stable Form</a></u>","—","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=36"">Consumable</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=130"">Potion</a></u>","<u><a href=""Equipment.aspx?Category=15"">Consumables</a></u>","<u><a href=""Equipment.aspx?Category=15&Subcategory=18"">Potions</a></u>","10","180 gp","L","—"
"<u><a href=""Equipment.aspx?ID=1027"">Potion of Grounding</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=36"">Consumable</a></u>, <u><a href=""Traits.aspx?ID=56"">Electricity</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=130"">Potion</a></u>","<u><a href=""Equipment.aspx?Category=15"">Consumables</a></u>","<u><a href=""Equipment.aspx?Category=15&Subcategory=18"">Potions</a></u>","10","185 gp","L","—"
