"Name","PFS","Source","Rarity","Traits","Category","Subcategory","Level","Price","Bulk","Spoilers?"
"<u><a href=""Equipment.aspx?ID=518"">Sinister Knight</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=12"" title=""Character Guide"">Character Guide</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=92"">Illusion</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>","<u><a href=""Equipment.aspx?Category=23"">Runes</a></u>","<u><a href=""Equipment.aspx?Category=23&Subcategory=26"">Armor Property Runes</a></u>","8","500 gp","—","—"
"<u><a href=""Equipment.aspx?ID=1258"">Bitter</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=100"" title=""Grand Bazaar"">Grand Bazaar</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=126"">Poison</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","<u><a href=""Equipment.aspx?Category=23"">Runes</a></u>","<u><a href=""Equipment.aspx?Category=23&Subcategory=26"">Armor Property Runes</a></u>","9","135 gp","—","—"
"<u><a href=""Equipment.aspx?ID=1294"">Stanching (Greater)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=100"" title=""Grand Bazaar"">Grand Bazaar</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=117"">Necromancy</a></u>","<u><a href=""Equipment.aspx?Category=23"">Runes</a></u>","<u><a href=""Equipment.aspx?Category=23&Subcategory=26"">Armor Property Runes</a></u>","9","600 gp","—","—"
"<u><a href=""Equipment.aspx?ID=288"">Shadow (Greater)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","<u><a href=""Equipment.aspx?Category=23"">Runes</a></u>","<u><a href=""Equipment.aspx?Category=23&Subcategory=26"">Armor Property Runes</a></u>","9","650 gp","—","—"
"<u><a href=""Equipment.aspx?ID=287"">Invisibility (Greater)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=92"">Illusion</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>","<u><a href=""Equipment.aspx?Category=23"">Runes</a></u>","<u><a href=""Equipment.aspx?Category=23&Subcategory=26"">Armor Property Runes</a></u>","10","1,000 gp","—","—"
"<u><a href=""Equipment.aspx?ID=1373"">Implacable</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=100"" title=""Grand Bazaar"">Grand Bazaar</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","<u><a href=""Equipment.aspx?Category=23"">Runes</a></u>","<u><a href=""Equipment.aspx?Category=23&Subcategory=26"">Armor Property Runes</a></u>","11","1,200 gp","—","—"
"<u><a href=""Equipment.aspx?ID=741"">Ready (Greater)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=65"">Evocation</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>","<u><a href=""Equipment.aspx?Category=23"">Runes</a></u>","<u><a href=""Equipment.aspx?Category=23&Subcategory=26"">Armor Property Runes</a></u>","11","1,200 gp","—","—"
"<u><a href=""Equipment.aspx?ID=283"">Energy-Resistant (Greater)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>","<u><a href=""Equipment.aspx?Category=23"">Runes</a></u>","<u><a href=""Equipment.aspx?Category=23&Subcategory=26"">Armor Property Runes</a></u>","12","1,650 gp","—","—"
"<u><a href=""Equipment.aspx?ID=1252"">Dread (Moderate)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=100"" title=""Grand Bazaar"">Grand Bazaar</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=60"">Emotion</a></u>, <u><a href=""Traits.aspx?ID=61"">Enchantment</a></u>, <u><a href=""Traits.aspx?ID=68"">Fear</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>, <u><a href=""Traits.aspx?ID=163"">Visual</a></u>","<u><a href=""Equipment.aspx?Category=23"">Runes</a></u>","<u><a href=""Equipment.aspx?Category=23&Subcategory=26"">Armor Property Runes</a></u>","12","1,800 gp","—","—"
"<u><a href=""Equipment.aspx?ID=285"">Fortification</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>","<u><a href=""Equipment.aspx?Category=23"">Runes</a></u>","<u><a href=""Equipment.aspx?Category=23&Subcategory=26"">Armor Property Runes</a></u>","12","2,000 gp","—","—"
"<u><a href=""Equipment.aspx?ID=1294"">Stanching (Major)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=100"" title=""Grand Bazaar"">Grand Bazaar</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=117"">Necromancy</a></u>","<u><a href=""Equipment.aspx?Category=23"">Runes</a></u>","<u><a href=""Equipment.aspx?Category=23&Subcategory=26"">Armor Property Runes</a></u>","13","2,500 gp","—","—"
"<u><a href=""Equipment.aspx?ID=759"">Winged</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","<u><a href=""Equipment.aspx?Category=23"">Runes</a></u>","<u><a href=""Equipment.aspx?Category=23&Subcategory=26"">Armor Property Runes</a></u>","13","2,500 gp","—","—"
"<u><a href=""Equipment.aspx?ID=527"">Rock-Braced</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=13"" title=""Pathfinder #148: Fires of the Haunted City"">Pathfinder #148</a></u>","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=54"">Dwarf</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=269"">Saggorak</a></u>","<u><a href=""Equipment.aspx?Category=23"">Runes</a></u>","<u><a href=""Equipment.aspx?Category=23&Subcategory=26"">Armor Property Runes</a></u>","13","3,000 gp","—","<u><a href=""Setting.aspx?Group=2"">Age of Ashes</a></u>"
"<u><a href=""Equipment.aspx?ID=920"">Soaring</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>","<u><a href=""Equipment.aspx?Category=23"">Runes</a></u>","<u><a href=""Equipment.aspx?Category=23&Subcategory=26"">Armor Property Runes</a></u>","14","3,750 gp","—","—"
"<u><a href=""Equipment.aspx?ID=282"">Antimagic</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>","<u><a href=""Equipment.aspx?Category=23"">Runes</a></u>","<u><a href=""Equipment.aspx?Category=23&Subcategory=26"">Armor Property Runes</a></u>","15","6,500 gp","—","—"
"<u><a href=""Equipment.aspx?ID=289"">Slick (Major)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","<u><a href=""Equipment.aspx?Category=23"">Runes</a></u>","<u><a href=""Equipment.aspx?Category=23&Subcategory=26"">Armor Property Runes</a></u>","16","9,000 gp","—","—"
"<u><a href=""Equipment.aspx?ID=1294"">Stanching (True)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=100"" title=""Grand Bazaar"">Grand Bazaar</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=117"">Necromancy</a></u>","<u><a href=""Equipment.aspx?Category=23"">Runes</a></u>","<u><a href=""Equipment.aspx?Category=23&Subcategory=26"">Armor Property Runes</a></u>","17","12,500 gp","—","—"
"<u><a href=""Equipment.aspx?ID=284"">Ethereal</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=33"">Conjuration</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>","<u><a href=""Equipment.aspx?Category=23"">Runes</a></u>","<u><a href=""Equipment.aspx?Category=23&Subcategory=26"">Armor Property Runes</a></u>","17","13,500 gp","—","—"
"<u><a href=""Equipment.aspx?ID=288"">Shadow (Major)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","<u><a href=""Equipment.aspx?Category=23"">Runes</a></u>","<u><a href=""Equipment.aspx?Category=23&Subcategory=26"">Armor Property Runes</a></u>","17","14,000 gp","—","—"
"<u><a href=""Equipment.aspx?ID=1252"">Dread (Greater)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=100"" title=""Grand Bazaar"">Grand Bazaar</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=60"">Emotion</a></u>, <u><a href=""Traits.aspx?ID=61"">Enchantment</a></u>, <u><a href=""Traits.aspx?ID=68"">Fear</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>, <u><a href=""Traits.aspx?ID=163"">Visual</a></u>","<u><a href=""Equipment.aspx?Category=23"">Runes</a></u>","<u><a href=""Equipment.aspx?Category=23&Subcategory=26"">Armor Property Runes</a></u>","18","21,000 gp","—","—"
"<u><a href=""Equipment.aspx?ID=285"">Fortification (Greater)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>","<u><a href=""Equipment.aspx?Category=23"">Runes</a></u>","<u><a href=""Equipment.aspx?Category=23&Subcategory=26"">Armor Property Runes</a></u>","18","24,000 gp","—","—"
"<u><a href=""Equipment.aspx?ID=759"">Winged (Greater)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","<u><a href=""Equipment.aspx?Category=23"">Runes</a></u>","<u><a href=""Equipment.aspx?Category=23&Subcategory=26"">Armor Property Runes</a></u>","19","35,000 gp","—","—"
